id,image_url,pin_url_guess,genre,tops_category,tops_color,bottoms_category,bottoms_color
1,https://i.pinimg.com/736x/c9/61/92/c96192fc7e225468fbd88137717364ea.jpg,https://jp.pinterest.com/pin/1196337404612941/,office_casual,shirt,brown,low_rise_pants,black
2,https://i.pinimg.com/736x/c5/2e/5a/c52e5a74982b2be2d2184511c9f36601.jpg,https://jp.pinterest.com/pin/6755468185806701/,casual,button_up_shirt,gray,unknown,unknown
3,https://i.pinimg.com/736x/5d/43/86/5d43866b6e0da1445f1c69074f9bd2ba.jpg,https://jp.pinterest.com/pin/fit-inspos-in-2025--1618549864102546/,casual,shirt,black,pants,black
4,https://i.pinimg.com/736x/82/71/cf/8271cfeb310341abffdf325e64c4b6f0.jpg,https://jp.pinterest.com/pin/5277724559422140/,casual,shirt,white,harem_pants,black
5,https://i.pinimg.com/736x/08/9b/b0/089bb01f45308cc6275955be4425798c.jpg,https://jp.pinterest.com/pin/85568461666797872/,korean,t_shirt,gray,jeans,gray
6,https://i.pinimg.com/736x/62/99/1a/62991a9b254b0f40e4dcce13aa627919.jpg,https://jp.pinterest.com/pin/10696117860082548/,casual,shirt,black,trousers,black
7,https://i.pinimg.com/736x/c5/e6/6a/c5e66ab05453d7e22952536969341afa.jpg,https://jp.pinterest.com/pin/73816881389932121/,casual,shrug,red,harem_pants,black
8,https://i.pinimg.com/736x/25/3c/d0/253cd02f3568f44c2ce70795006258c7.jpg,https://jp.pinterest.com/pin/20899585766238052/,casual,t_shirt,gray,harem_pants,black
9,https://i.pinimg.com/736x/f2/be/a9/f2bea986692826bb15e4e23109f95066.jpg,https://jp.pinterest.com/pin/24347654230948525/,casual,button_up_shirt,blue,overalls,black
10,https://i.pinimg.com/736x/75/fc/2b/75fc2bfd447074a1b764575e1fa6d20a.jpg,https://jp.pinterest.com/pin/22729173115716482/,casual,shrug,red,jeans,cyan
11,https://i.pinimg.com/736x/4b/d9/72/4bd97237173fa8d01f13860b4c7e9ea4.jpg,https://jp.pinterest.com/pin/11540542794162279/,korean,shirt,brown,culottes,gray
12,https://i.pinimg.com/736x/ad/c4/c5/adc4c5a18dc3d16b8964c4ab6babf88d.jpg,https://jp.pinterest.com/pin/20336635813080529/,korean,polo_shirt,black,harem_pants,black
13,https://i.pinimg.com/736x/e8/37/67/e83767df2cb0e4090c75a5bcd61acf97.jpg,https://jp.pinterest.com/pin/1407443629585641/,casual,shirt,blue,denim_shorts,black
14,https://i.pinimg.com/736x/82/07/c5/8207c5039939eedfc89c2e5ffa950093.jpg,https://jp.pinterest.com/pin/11540542794172618/,casual,zip_up_hoodie,brown,jeans,black
15,https://i.pinimg.com/736x/c2/97/bb/c297bbf4e965ce384f05a41016bf2928.jpg,https://jp.pinterest.com/pin/70437490379255/,korean,coat,red,jeans,black
16,https://i.pinimg.com/736x/a9/aa/06/a9aa06c6a868c1d67967185a9be7297b.jpg,https://jp.pinterest.com/pin/985231164681725/,casual,t_shirt,white,trousers,black
17,https://i.pinimg.com/736x/7f/c3/58/7fc358dfe2cfbe4153efd823e31e069f.jpg,https://jp.pinterest.com/pin/1196337404612938/,casual,bomber_jacket,black,jeans,cyan
18,https://i.pinimg.com/736x/27/f3/7a/27f37a909bf8b1122a8f620999f2c572.jpg,https://jp.pinterest.com/pin/281543725876669/,casual,shirt,black,denim_shorts,gray
19,https://i.pinimg.com/736x/5e/2d/73/5e2d732bee4092fe8987bb865a782e21.jpg,https://jp.pinterest.com/pin/26599454045460409/,office_casual,haori,black,harem_pants,black
20,https://i.pinimg.com/736x/4f/3d/2b/4f3d2b6ec2d237e2e450d7ec07f34cc9.jpg,https://jp.pinterest.com/pin/4503668373358132/,casual,shirt,black,overalls,black
21,https://i.pinimg.com/736x/18/fa/22/18fa2215188779b5dbd87e82e0adcdd1.jpg,https://jp.pinterest.com/pin/4996249582941009/,casual,poncho,brown,skirt,black
22,https://i.pinimg.com/736x/e0/3f/20/e03f20d8b3692e291aff9a7c26bdef38.jpg,https://jp.pinterest.com/pin/15410823721727451/,casual,button_up_shirt,black,jeans,black
23,https://i.pinimg.com/736x/32/c5/49/32c5499c540cd14be312ec455c73a102.jpg,https://jp.pinterest.com/pin/1900024839022618/,casual,shrug,gray,jeans,blue
24,https://i.pinimg.com/736x/75/11/d1/7511d1811cbe74ed09ec14ec064f8465.jpg,https://jp.pinterest.com/pin/3166662232949333/,casual,vest,red,trousers,black
25,https://i.pinimg.com/736x/5f/3f/fb/5f3ffb24acf00cf5880e01227abac302.jpg,https://jp.pinterest.com/pin/15058979999852328/,korean,hoodie,black,jeans,black
26,https://i.pinimg.com/736x/c5/7d/f0/c57df08815104024560e0e1fd6a5365b.jpg,https://jp.pinterest.com/pin/8303580558793823/,casual,denim_jacket,white,denim_shorts,blue
27,https://i.pinimg.com/736x/4f/05/55/4f05554451afaca94e531636924c8c17.jpg,https://jp.pinterest.com/pin/7951736837802703/,casual,shirt,black,denim_shorts,brown
28,https://i.pinimg.com/736x/5b/0a/20/5b0a20c4a9ed7754a9478a4d9c4467e7.jpg,https://jp.pinterest.com/pin/231724343322338621/,casual,crop_top,brown,shorts,black
29,https://i.pinimg.com/736x/e2/9a/69/e29a697fb4bddd7d772374d37b3f7845.jpg,https://jp.pinterest.com/pin/24769866696044243/,office_casual,bomber_jacket,black,pants,blue
30,https://i.pinimg.com/736x/50/3d/4a/503d4ad0c5d780cec306d93f3943cbd6.jpg,https://jp.pinterest.com/pin/1119918632347958387/,casual,button_up_shirt,black,pants,white
31,https://i.pinimg.com/736x/26/bd/c7/26bdc73e92438b872aa3fde217b5db48.jpg,https://jp.pinterest.com/pin/26740191531913061/,casual,t_shirt,gray,trousers,black
32,https://i.pinimg.com/736x/2e/76/4b/2e764b1863066c12413ba9b4018d03d7.jpg,https://jp.pinterest.com/pin/4714774604294007/,casual,shirt,blue,denim_shorts,gray
33,https://i.pinimg.com/736x/ae/dc/57/aedc5706be1eb6516ee4aca139db91d7.jpg,https://jp.pinterest.com/pin/5277724559578575/,office_casual,bolero,blue,jeans,black
34,https://i.pinimg.com/736x/ea/86/d3/ea86d3e7e5a802baf472d5559de7c572.jpg,https://jp.pinterest.com/pin/clothes-in-2025--3307399721532019/,office_casual,button_up_shirt,blue,pants,black
35,https://i.pinimg.com/736x/be/0b/cc/be0bcc2ec2dc5bbc8b9d421879d00e8c.jpg,https://jp.pinterest.com/pin/32932641020005691/,casual,shirt,gray,joggers,black
36,https://i.pinimg.com/736x/aa/5a/37/aa5a37b1b1805da28763d81fd19e2f23.jpg,https://jp.pinterest.com/pin/6755468185787936/,casual,shirt,gray,pants,black
37,https://i.pinimg.com/736x/67/45/ce/6745ce6defac901fcb025f60ebf0b41e.jpg,https://jp.pinterest.com/pin/6966574420602805/,casual,sweater,gray,denim_shorts,black
38,https://i.pinimg.com/736x/87/39/eb/8739eb1a151e32268277bbf631faa79c.jpg,https://jp.pinterest.com/pin/914862421282003/,korean,denim_jacket,black,harem_pants,black
39,https://i.pinimg.com/736x/b0/47/07/b047078a8d68cc7b88848b7ef0fbbc95.jpg,https://jp.pinterest.com/pin/alt-in-2025--1055599908372852/,casual,shirt,orange,denim_shorts,black
40,https://i.pinimg.com/736x/4d/66/15/4d66154f27445e56708b036f9068757a.jpg,https://jp.pinterest.com/pin/34199278419699265/,office_casual,polo_shirt,black,jeans,blue
41,https://i.pinimg.com/736x/65/34/4d/65344d9f28ef7e9ba3dacb4051e03b7e.jpg,https://jp.pinterest.com/pin/6333255724132040/,korean,shirt,gray,pants,gray
42,https://i.pinimg.com/736x/a7/ee/ed/a7eeed8eceaec09a73cc40d8a0d5b726.jpg,https://jp.pinterest.com/pin/clothesfashion-in-2025--1759287348104182/,casual,sweater,black,sweatpants,black
43,https://i.pinimg.com/736x/75/70/6d/75706d3081c42363c1c058b78739f27d.jpg,https://jp.pinterest.com/pin/outfit-ideas-in-2025--3166662232730203/,casual,shrug,white,jeans,blue
44,https://i.pinimg.com/736x/76/cf/82/76cf829a6935873adea0a7d15f86be24.jpg,https://jp.pinterest.com/pin/2040762328630937/,casual,sweater,blue,jeans,black
45,https://i.pinimg.com/736x/e2/d1/69/e2d169b18541adfab73195430d125eac.jpg,https://jp.pinterest.com/pin/4714774604863465/,office_casual,vest,yellow,pants,brown
46,https://i.pinimg.com/736x/d9/05/6b/d9056bb3325fd3fa2e78000d57f3cea6.jpg,https://jp.pinterest.com/pin/mens-fashionable-outerwear-for-winter-2025-in-2025--2603712281366553/,casual,sweater,gray,pants,beige
47,https://i.pinimg.com/736x/62/13/0d/62130d3442fcf6f5d3360e5ebd56aeb2.jpg,https://jp.pinterest.com/pin/7881368094684544/,office_casual,crop_top,white,shorts,black
48,https://i.pinimg.com/736x/ac/c0/70/acc0709e47c0f8d9733d46cf247c7a17.jpg,https://jp.pinterest.com/pin/ropa-in-2025--4714774604595228/,casual,polo_shirt,blue,pants,white
49,https://i.pinimg.com/736x/fc/2c/13/fc2c136c1275abd77250783cce39ad9b.jpg,https://jp.pinterest.com/pin/18225573487757043/,office_casual,shirt,gray,pants,black
50,https://i.pinimg.com/736x/02/f0/cb/02f0cbd5b3f8eef9773f4ffb3ec14d01.jpg,https://jp.pinterest.com/pin/20477373300336026/,korean,crop_top,blue,denim_shorts,cyan
51,https://i.pinimg.com/736x/76/e8/d7/76e8d728446b23422456a3a47ce63567.jpg,https://jp.pinterest.com/pin/mens-fall-outfit--1407443628942270/,casual,jacket,black,cargo_pants,black
52,https://i.pinimg.com/736x/70/59/c8/7059c8b9e07720ec1d0af574892f2ca2.jpg,https://jp.pinterest.com/pin/5207355815019733/,casual,shirt,black,harem_pants,black
53,https://i.pinimg.com/736x/bb/e3/0e/bbe30e4f42687fa9289dcd0e71a75e4d.jpg,https://jp.pinterest.com/pin/24769866695778893/,office_casual,sweater,gray,denim_shorts,gray
54,https://i.pinimg.com/736x/19/0b/b2/190bb23a258f7a34aa203df9d5283897.jpg,https://jp.pinterest.com/pin/men-looks-in-2025--1759287348223081/,sporty,crop_top,brown,harem_pants,black
55,https://i.pinimg.com/736x/3c/3c/5c/3c3c5cbda6cdb0db85519299639c3a08.jpg,https://jp.pinterest.com/pin/1688918606288308/,casual,shirt,black,jeans,gray
56,https://i.pinimg.com/736x/dd/eb/0a/ddeb0a53ae54be4c8f5247f459e82ac5.jpg,https://jp.pinterest.com/pin/7951736837440138/,office_casual,leather_jacket,orange,hot_pants,black
57,https://i.pinimg.com/736x/85/da/33/85da33512cb7bf3c70ab5b668ccf8621.jpg,https://jp.pinterest.com/pin/10133167906207906/,casual,shirt,gray,sweatpants,black
58,https://i.pinimg.com/736x/ad/6e/2f/ad6e2f33a2fb4c46c88a88fc439d1368.jpg,https://jp.pinterest.com/pin/10414642883049192/,office_casual,shirt,beige,denim_shorts,black
59,https://i.pinimg.com/736x/ca/c8/9d/cac89d8b6fa92e767c77ebfa094ec25a.jpg,https://jp.pinterest.com/pin/71705819062302459/,casual,t_shirt,white,jeans,black
60,https://i.pinimg.com/736x/54/f8/b5/54f8b5b69d3fd52be40bcd07dceb2ff6.jpg,https://jp.pinterest.com/pin/1407443629594589/,casual,zip_up_hoodie,gray,jeans,black
61,https://i.pinimg.com/736x/8c/dc/e6/8cdce6c200bade9bfe5e4112b730ea26.jpg,https://jp.pinterest.com/pin/422281211824109/,vintage,shirt,black,jeans,white
62,https://i.pinimg.com/736x/7e/92/74/7e92748045d40bc2edefb8070269d15c.jpg,https://jp.pinterest.com/pin/1759287348353928/,korean,cardigan,red,cargo_pants,orange
63,https://i.pinimg.com/736x/dd/f2/89/ddf28982d70240480d8f7d3f218f4575.jpg,https://jp.pinterest.com/pin/4714774604863450/,casual,button_up_shirt,white,jeans,brown
64,https://i.pinimg.com/736x/5a/05/e6/5a05e6bfc67e84559009ea5456ca19e7.jpg,https://jp.pinterest.com/pin/18084835997989524/,casual,sweater,black,pants,black
65,https://i.pinimg.com/736x/79/1d/c4/791dc44e18dc9d5092f8965b0d6f6c85.jpg,https://jp.pinterest.com/pin/3518505954659017/,casual,button_up_shirt,gray,harem_pants,brown
66,https://i.pinimg.com/736x/08/ea/07/08ea07b1367b93ac4cb435469c30b0e0.jpg,https://jp.pinterest.com/pin/9148005521260445/,casual,thermal_shirt,gray,jeans,black
67,https://i.pinimg.com/736x/be/62/0a/be620a784abed4b95d48b51dd89467ea.jpg,https://jp.pinterest.com/pin/7599893116728908/,casual,jacket,brown,harem_pants,black
68,https://i.pinimg.com/736x/b0/20/6b/b0206be45dcee40744f9afa512deab78.jpg,https://jp.pinterest.com/pin/5277724559421525/,casual,denim_jacket,brown,capri_pants,black
69,https://i.pinimg.com/736x/ac/48/34/ac48344279a8cbf64685806850b6d61d.jpg,https://jp.pinterest.com/pin/37084396930657114/,casual,button_up_shirt,beige,jeans,black
70,https://i.pinimg.com/736x/cb/72/c3/cb72c368f47f221f8f6e4b6504cdb2d1.jpg,https://jp.pinterest.com/pin/9640586697520808/,casual,denim_jacket,black,harem_pants,black
71,https://i.pinimg.com/736x/1d/27/1b/1d271b2986ef6bf9b04d85dfcec3713e.jpg,https://jp.pinterest.com/pin/6262886977345206/,casual,shirt,gray,sweatpants,black
72,https://i.pinimg.com/736x/cb/0c/ca/cb0cca32fa6f8fa371ce8466544d5ef8.jpg,https://jp.pinterest.com/pin/17732992277636555/,office_casual,coat,blue,pants,blue
73,https://i.pinimg.com/736x/39/af/35/39af350ecb6e6ea2a1daed57c442eba3.jpg,https://jp.pinterest.com/pin/6544361954440833/,office_casual,pullover,black,capri_pants,black
74,https://i.pinimg.com/736x/dc/42/00/dc4200ce3409fbfd99fe7b2f32817fb3.jpg,https://jp.pinterest.com/pin/17381148557102721/,casual,sweater,brown,low_rise_pants,black
75,https://i.pinimg.com/736x/03/51/22/0351222b8c2f2f6f7320a123aab144fd.jpg,https://jp.pinterest.com/pin/123778689753633674/,korean,coat,black,dress_pants,black
76,https://i.pinimg.com/736x/24/ca/ae/24caae1551939a7464a273b45a414a1a.jpg,https://jp.pinterest.com/pin/1900024838711887/,office_casual,vest,brown,low_rise_pants,red
